date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature,Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
31-01-2021,14.99,2.67,40,75.8,60.39,-3.06,300,47.29,70,1574.43,36.09,63.7,-40,14.36,No_failure
29-08-2021,26.85,2,40,90.62,53.91,-9.08,229.46,34.92,100,1449.48,34.51,6.3,5.67,15.29,No_failure
20-09-2021,13.77,3.11,40,70,58.52,3.43,230.93,47.4,70,1307.8,12.39,1.69,50.23,11.24,No_failure
09-11-2021,1.68,8.13,214.72,140.74,120.07,61.91,373.07,90.08,140.91,2413.76,92.61,508.17,104.55,79.07,Failure
22-09-2021,24.69,3.02,40,76.14,66.64,12.59,158.47,35.51,100,1189.83,60,61.65,-3.14,13.4,No_failure
16-11-2021,12.73,2.64,3.61,81.04,73.6,17.14,209.63,42.13,70,1618.51,13.01,4.49,30.3,18.78,No_failure
15-01-2021,30,3.02,13.53,80.58,80.42,-1.73,154.82,38.06,100,1149.46,37.71,14.53,-24.47,17.25,No_failure
07-11-2021,12.64,2.78,16.13,97.76,58.77,-9.69,97.3,41.7,100,1414.13,0.19,29.48,-1.25,10.64,No_failure
14-09-2021,21.3,3.06,40,80.15,81.04,6.3,115.78,52.63,70,1540.8,0.11,17.74,0.72,14.11,No_failure
21-07-2021,4.4,3.27,4.15,80.3,79.77,8.34,283.41,56.37,100,1503.39,41.65,59.11,-10.45,10,No_failure
16-02-2021,43.84,0.95,-45.45,11.46,105.65,-12.5,15.64,10.8,39.96,641.39,91.92,-190.52,-73.94,21.41,Failure
21-06-2021,21.86,3.15,40,81.1,75.12,34.39,167.43,37.27,70,1107.79,52.12,14.72,13.93,16.72,No_failure
15-01-2021,7.2,3.13,3.12,73,61.5,-6.55,299.11,30,70,1167.65,60,55.08,77.4,17.28,No_failure
06-04-2021,11.65,2.75,22.87,80.68,70.12,39.25,155.71,43.85,100,1589.09,13.41,15.16,-36.44,11.63,No_failure
05-10-2021,0.22,9.2,39.08,136.03,116.07,82.65,443.05,92.64,149.53,2136.13,66.52,107.93,103.84,104.42,Failure
14-07-2021,17.63,2.51,40,78.44,82.37,10.47,131.25,31.94,100,1303.72,60,2.78,32.81,15.06,No_failure
15-09-2021,19.34,2.23,28.76,83.34,66.75,11.1,160.35,33.98,87.6,1567.29,13.58,2.29,1.55,15.44,No_failure
05-10-2021,28.77,2.58,7.77,71.99,80.73,-6.41,247.68,34.19,100,1000,39.95,37.85,-1.73,18,No_failure
16-07-2021,1.95,7.6,-11.31,120.38,108.71,73.19,434.83,83.27,143.83,2486.72,126.39,196.55,101.85,119.43,Failure
20-08-2021,20.64,2.51,3.4,93.44,64.96,2.57,132.9,41.81,100,1362.08,1.23,99.41,51.54,12.3,No_failure
21-11-2021,0.16,7.78,297.43,121.77,114.19,66.76,418.65,72.72,142.96,2259.18,112.51,163.67,117.66,95.55,Failure
07-05-2021,21.76,3.14,9.92,88.73,56.24,-5.99,245.05,34.94,70,1800,11.79,139.29,80,10.57,No_failure
27-09-2021,7.36,3.5,1.01,83.4,78.6,3.32,73.97,30,100,1542.76,52.49,38.87,25.49,14.09,No_failure
08-09-2021,0.11,5.7,-26.87,120.12,109.87,74.26,420.37,85.28,131.95,2483.74,136.48,169.86,117.16,76.24,Failure
09-01-2021,43.13,0.06,-52.67,29.76,127.35,-6.72,19.59,-8.8,56.4,394.03,177.76,72.63,-58.84,27.55,Failure
03-07-2021,19.68,2.82,25.19,91.88,62,17.65,139.77,46.99,70,,8.26,30.09,48.54,13.5,No_failure
16-08-2021,19.64,2.76,16.84,74.45,70.96,5.87,128.99,57.89,100,1278.14,11.58,35.8,44.31,12.21,No_failure
07-10-2021,16.54,,20.16,81.25,79.1,5.5,50,31.08,70,1324.78,6.62,46.93,66.98,16.54,No_failure
18-04-2021,11.7,3.5,21.12,72.83,57.35,-6.9,201.94,32.1,70,1138.61,23.85,246.05,-2.36,14.26,No_failure
02-06-2021,44.56,0.22,-41.05,16.63,100.4,-9.38,17.94,-18.68,55.25,629,175.18,-129.48,-87.48,21.43,Failure
17-03-2021,24.16,2.54,40,91.61,75.34,12.69,145.91,47.71,100,1041.97,60,20.73,80,10,No_failure
11-04-2021,16.98,2.85,40,85.75,69.4,31.52,172.55,54.19,100,1751.26,3.3,5.66,-7.89,20,No_failure
16-05-2021,6.9,3.5,3.55,72.65,57.14,-6.42,216.86,30.85,70,1135.36,20.37,3.97,-4.49,19.65,No_failure
11-08-2021,0.96,7.59,26.21,130.55,122.35,81.26,379.72,83.17,147.77,2198.97,119.75,270.79,95.21,106.35,Failure
08-11-2021,22.43,2.3,21.29,94.22,61.86,-0.28,191.73,41.71,86.22,1000,6.04,26.96,6.02,10.57,No_failure
28-01-2021,6.32,3.5,16.89,84.38,84.29,8.12,272.67,37.15,70,1174.19,15.01,107.56,-2.68,12.05,No_failure
19-11-2021,6.97,2.76,40,71.8,67.88,32.94,181.38,51.41,70,1645.6,3.11,6.93,-14.82,18.55,No_failure
16-06-2021,10.16,2.29,8.73,76.04,83.76,16.17,213.9,46.08,70,1320.79,53.06,2.84,38.99,19.18,No_failure
15-11-2021,19.87,2.62,19.54,90.56,60.09,-14.64,192.85,30,100,1188.49,60,10.22,80,14.61,No_failure
04-07-2021,26.77,2.37,40,82.47,81.03,15.1,129.25,47.27,70,1363.87,57.79,20.52,14.65,18.67,No_failure
15-10-2021,15.7,2.5,40,80.8,75.92,28.3,128.66,50.15,100,1115.98,16.76,39.52,-10.53,11.76,No_failure
27-02-2021,17.24,2.01,0.99,75.86,55.79,12.71,183.32,36.64,70,1205.04,60,142.17,-13.23,13.08,No_failure
02-11-2021,1.44,9.41,171.92,124.7,122.14,63.99,417.35,73.97,125.49,2453.43,109,360.57,103.18,70.45,Failure
08-02-2021,13.58,2.72,20.54,97.45,53.04,-8.67,50,37.54,70,1141.3,27.13,0.84,34.61,16.85,No_failure
12-04-2021,18.62,3.05,40,91.16,90,0.17,292.63,41.25,80.83,1295.5,60,73.03,31.03,16.32,No_failure
20-01-2021,44.97,0.62,-39.62,21.66,102.13,-11.92,11.04,14.06,43.07,702.76,144.8,-225.71,-64.13,27.36,Failure
23-10-2021,6.93,2.3,40,82.5,74.16,12.64,272.38,50.33,70,1381.27,45.93,39.16,6.37,16.04,No_failure
16-06-2021,24.43,3.01,40,88.96,51.97,-20,71.22,46.51,70,1485.13,19.6,18.72,62.22,13.39,No_failure
21-03-2021,17.11,2.26,39.35,95.84,66.87,23.26,174.9,40.69,100,1547.78,1,4.85,-25.41,15.9,No_failure
11-04-2021,14.98,2.27,17.68,74.43,72.04,16.42,193.4,39,70,1000,60,12.13,77.37,11.08,No_failure
30-03-2021,23.6,2.68,40,89.28,65.78,29.84,179.94,36.47,84.97,1006.26,11.52,28.68,45.66,10,No_failure
05-07-2021,1.78,8.38,24.52,128.17,107.84,82.69,355.85,79.12,112.15,2369.05,148.81,321.58,100.12,82.94,Failure
30-09-2021,22.7,2.62,40,84.87,60.8,22.41,218.62,53.39,70,1524.36,4.02,42.9,-23.02,12.38,No_failure
23-05-2021,10.63,2.25,1.94,89.69,71.98,5.27,154.37,51.66,100,1286.86,22.31,57.77,-10.81,11.84,No_failure
24-07-2021,24.47,3.1,40,82.52,82.9,40,255.76,49.9,70,1251.63,13.79,33.5,47.39,13.02,No_failure
05-05-2021,41.83,1.1,-40.29,58.66,123.06,-10.29,15.8,0.27,58.68,650.07,162.01,181.67,-55.34,29.61,Failure
16-04-2021,39.24,0.32,-32.08,31.39,117.35,-17.62,19.51,14.36,31.29,655.53,142.79,-114.26,-56.42,26.95,Failure
28-12-2021,26.74,5.05,59.38,70.42,52.85,28.79,208.3,43.29,74.87,2567.67,13.93,0.6,-3.13,17.17,No_failure
11-04-2021,20.43,2.91,40,79.59,77.5,-19.8,195.94,48.45,95.14,1045.22,16.3,49.38,73.6,14.72,No_failure
27-02-2021,17.6,3.48,5.35,80.9,59.58,2.47,214.41,44.01,70,1800,17.81,41.14,24.63,10.09,No_failure
09-01-2021,42.5,1.04,-55.86,57.13,107.53,-3.9,12.54,15.05,10.98,653.65,131.47,-47.21,-51.98,20.52,Failure
14-10-2021,16.71,3.47,39.64,87.18,84.13,23.19,201.94,32.11,70,1399.88,3.23,35.44,1.96,16.18,No_failure
21-06-2021,9.71,2.88,40,80.03,59.51,15.66,234.48,45.04,70,1310.86,60,15.49,23.79,17.29,No_failure
19-07-2021,20.71,2.31,4.57,74.88,68.52,10.04,52.74,55.96,70,1258.22,37.41,41.75,80,14.83,No_failure
28-05-2021,42.92,0.9,-30.85,39.99,114.95,0.22,34.18,4.3,58.53,717.66,73.3,-499.7,-84.83,24.78,Failure
02-05-2021,14.11,2.08,40,84.09,83.05,-17.84,234.6,30.23,75.77,1376.29,9.82,7.08,8.82,13.15,No_failure
29-07-2021,15.95,2.64,40,81.73,77.09,-17.49,131.38,49.45,100,1163.06,40.8,58.64,-14,10,No_failure
16-05-2021,20.64,2.31,4.34,98.84,65.35,8.94,195.45,55.43,70,1800,4.06,24.48,-9.87,14.04,No_failure
22-10-2021,4.51,2.58,2.76,76.91,72.97,0.91,239.68,39.68,72.39,1205.87,3.78,25.44,40.93,17.07,No_failure
23-01-2021,19.76,2,40,76.78,60.17,25.98,202.05,50.38,96.12,1800,6.62,104.71,52.49,15.44,No_failure
04-07-2021,28.07,2.16,40,98.36,84.7,10.19,299.98,49.69,70,1307.85,1.44,91.29,-18.78,12.68,No_failure
14-09-2021,18.06,3.02,9.33,76.47,87.96,-11.63,254.46,49.16,70,1326.78,60,5.22,29.44,13.32,No_failure
15-09-2021,6.48,2.53,40,97.54,50,15.23,204.02,45.62,100,1322.52,37.8,98.29,39.73,16.68,No_failure
08-03-2021,19.31,3.1,40,81.12,58.68,13.3,214.04,35.79,70,1548.68,3.8,20.53,60.42,13.59,No_failure
21-01-2021,23.39,3.01,40,82.81,67.18,10.32,212.44,53.88,70,1046.55,48.14,6.97,10.13,16.94,No_failure
05-12-2021,30,2.82,9.46,76.35,63.57,-15.56,204.24,53.41,100,1496.36,2.2,4.24,33.62,14.07,No_failure
07-06-2021,16.5,3.04,25.74,93.27,52.61,-6.49,259.14,34.08,70,1614.56,60,39.09,-40,13.18,No_failure
03-05-2021,40.04,0.35,-45.65,21.91,121.43,-16.37,39.74,-5.51,51.21,368.77,76.45,-290.48,-80.28,24.37,Failure
01-12-2021,30,2.59,13.66,77.8,65.79,10.16,211.18,39.29,98.44,1243.96,37.36,87.62,33.84,16.14,No_failure
06-12-2021,15.18,3.01,11.85,99.5,67.99,0.59,129.48,40.93,70,1304.13,19.29,8.69,-14.63,15.73,No_failure
14-12-2021,5.28,3.5,40,88.51,70.76,2.3,173.44,48.21,100,1649.9,60,48.15,3.08,11.31,No_failure
06-11-2021,27.72,3.4,40,74.46,63.14,15.92,50,37.52,70,1228.99,7.8,14.09,80,10,No_failure
11-08-2021,16.12,2.96,40,82.87,50,16.87,225.49,38.09,70,1515.59,45.19,12.91,27.85,15.24,No_failure
25-07-2021,20.9,2,30.02,73.1,80.45,-1.61,183.73,42.64,70,1321.18,11.44,12.67,-16.67,18.4,No_failure
06-08-2021,0.17,8.59,96.4,140.33,121.49,65.5,405.92,87,121.48,2389.47,75.54,200.95,102.52,74.81,Failure
13-09-2021,30,2.6,39.76,75.2,81.43,-8.82,85.85,45.18,100,1592.01,29.55,95.5,-23.47,17.31,No_failure
03-12-2021,29.54,3.18,40,74.98,51.39,1.14,188.48,44.72,70,1424.04,60,75.82,58.07,13.48,No_failure
02-02-2021,22.82,2.47,40,93.14,50,-9.6,85.83,40,100,1000,60,11.47,63.42,15.93,No_failure
30-04-2021,24.57,2.8,12.9,92.53,52.75,-4.26,111.29,57.35,73.28,1392.94,59.54,394.02,38.1,16.27,No_failure
13-12-2021,0.51,9.22,7.82,126.08,115.31,68.93,351.62,74.93,111.87,2287.05,153.2,-15.22,102.77,116.31,Failure
15-06-2021,8.49,2.3,40,82.19,50,16.03,159.49,50.34,100,1800,4.55,42.97,27.32,15.62,No_failure
12-08-2021,13.4,2.52,1.66,98.58,52.77,15.9,280.2,50.92,100,1800,5.77,95.55,19.24,13.2,No_failure
02-12-2021,30,2.23,21.6,89.19,50,22.75,284.78,45.81,70,1111.85,60,29.71,29.86,14.67,No_failure
07-03-2021,3,2.61,4,88.92,72.11,29.61,267.44,60,70,1340.02,40.38,88.81,27.2,17.81,No_failure
23-11-2021,24.68,2.9,40,73.09,62.8,5.76,244.15,39.2,76.5,1137.5,22.45,20.87,-40,14.7,No_failure
30-11-2021,3,3.29,23.05,90.64,63.84,40,63.62,36.35,70,1396.05,32.85,182.2,2.76,12.21,No_failure
05-10-2021,22.18,2.32,26.46,70.44,66.96,31.38,247.37,37.58,70,1696.57,30.18,30.96,-9.46,13.79,No_failure
18-11-2021,0.25,11.95,48.72,135.45,123.01,82.78,426.15,88.76,147,2281.24,117.64,-125.99,116.77,107.72,Failure
25-03-2021,13.11,3.04,40,72.6,74.66,15.57,160.89,37.89,70,1207.39,32.21,8.5,28.27,13.2,No_failure
10-10-2021,9.15,2.02,40,97.83,65.96,0.42,273.67,33.29,100,1534.59,30.6,226.07,57.09,17.21,No_failure
08-12-2021,12.97,3.06,5.29,88.07,77.8,30.17,224.96,49.1,70,1428.55,1.88,13.23,-14.04,13.35,No_failure
26-10-2021,15.49,2.71,24.61,98.65,64.1,15.79,289.53,58.01,70,1642.59,0.91,31.86,21.74,14.78,No_failure
28-10-2021,10.86,3.12,24.75,94.58,72.77,28.09,167.11,40.68,100,1800,60,1.39,11.08,20,No_failure
28-11-2021,16.29,2.84,11.39,85.73,78.47,10.17,153.16,38.64,100,1639.89,21,28.78,-23.6,16.42,No_failure
31-07-2021,5.66,3.03,4.07,90.08,66.12,-3.4,50,49.76,70,1648.43,60,0.22,34.67,13.36,No_failure
07-09-2021,9.97,2.15,22.99,81.32,61.67,2.44,122.42,60,70,1315.19,10.52,31.77,-23.69,20,No_failure
14-09-2021,16.82,3.11,40,98.23,89.93,28.61,50,35.62,100,1055.16,16.26,7.6,31.77,11.12,No_failure
27-12-2021,41.98,5.17,56.92,97.53,69.05,40,50,46.91,70,3562.85,16.72,3.61,52.57,10,No_failure
20-09-2021,23.98,2.68,40,99.21,59.11,-12.53,201.82,35.54,100,1699.77,54.62,66.65,68.75,10,No_failure
10-03-2021,38.29,0.14,-35.14,32.52,126.18,-0.84,13.04,17.74,25.48,309.93,140.07,108.19,-77.6,26.41,Failure
06-02-2021,15.76,2.77,40,70.02,66.85,-20,210.5,35.44,70,1674.37,50.04,21.41,-1.35,15.65,No_failure
11-01-2021,3,2.82,34.53,96.22,85.07,2.68,83.48,47.35,70,1581.75,26.54,36.48,14.51,11.39,No_failure
06-08-2021,12.92,3.5,6.72,78.07,54.15,-20,165.73,47.25,70,1555.59,5.43,25.97,-12.39,16.55,No_failure
24-10-2021,30,3,40,98.16,83.11,-9.04,50,38.46,70,1124.14,13.17,21.03,-1.95,13.88,No_failure
16-07-2021,11.42,2.38,7.34,81.02,74.12,26.43,189.85,52.99,100,1584.15,12.98,110.84,-1.55,14.67,No_failure
13-11-2021,18.62,2.76,40,72.98,75.59,16.39,50,34.22,70,1603.32,15.82,60.4,74.57,10,No_failure
15-01-2021,26.83,2.77,40,80.96,72.02,11.81,229.73,46.09,100,1479.24,4.04,12.36,-1.24,12.73,No_failure
15-04-2021,4.67,3.1,40,72.72,68.28,-0.69,183.53,,80.56,1153.62,2.72,50.29,-15.13,20,No_failure
24-11-2021,14.21,2.56,40,90.74,50,40,181.14,54.65,70,1541.9,60,92.03,16.99,13,No_failure
29-04-2021,16.04,2.89,40,95.38,56.34,19.87,132.83,43.1,70,,3.8,37.9,52.34,15.64,No_failure
09-04-2021,10.77,3.07,2.33,70.11,55.81,31.54,197.51,56.18,100,1480.43,41.52,191.31,3.02,16.94,No_failure
13-04-2021,18.82,2.32,13.05,96.02,88.72,16.09,85.41,55.3,100,1531.05,8.66,50.53,45.03,15.09,No_failure
05-10-2021,15.98,3.4,39.86,93.17,73.74,-2.99,143.63,46.92,100,1732.06,60,3.08,-40,18.95,No_failure
16-11-2021,0.79,10.23,19.93,132.38,122.91,60.85,402.04,80.75,119.04,2376.99,170.57,169.55,104.98,108.82,Failure
28-07-2021,1.53,11.01,131.21,133.62,104.82,66.59,397.02,75.09,137.96,2199.21,77.1,230.08,115.71,90.17,Failure
02-03-2021,14.75,2.55,6.26,93.3,73.93,-13.84,189.37,41.81,99.86,1342.03,59.3,45.62,34.53,12.31,No_failure
19-07-2021,5.68,2,36.06,78.53,79.31,4.85,159.04,32.77,100,1551.16,24.36,24.94,40.54,10,No_failure
03-05-2021,44.52,0.24,-42.48,27.66,112.28,-10.45,9.73,19.12,14.6,448.54,68.54,325.34,-73.76,28.44,Failure
29-03-2021,16.55,3.21,24.53,80.63,51.11,5.96,50,33.96,100,1120.99,31.5,38.65,37.12,12.92,No_failure
31-05-2021,21.85,2.99,40,91.24,60.34,1.04,129.35,44.14,100,1286.16,15.56,114.79,-23.72,20,No_failure
15-04-2021,9.6,3.02,15.2,95.46,66.37,15.91,96.44,31.33,70,1586.81,60,0.96,-26.03,17.47,No_failure
25-05-2021,23.13,3.33,3.42,73.5,65.34,-20,87.82,38.12,70,1475.86,10.08,13.65,-27.79,13.3,No_failure
16-06-2021,13.28,2.86,26.89,75.54,71.01,39.24,226.81,53.84,70,1716.28,60,8.44,-13.05,13.01,No_failure
27-05-2021,42.47,0.41,-40.05,13.45,126.29,-11.52,17,-16.81,32.89,509.48,85.61,101.21,-58.07,29.49,Failure
19-12-2021,14,2.41,13.89,78.77,53.89,-6.99,300,39.42,70,1371.93,6.59,39.16,27.76,13.8,No_failure
27-03-2021,39.8,1.01,-39.45,32.73,127.37,-13.15,5.07,-2,18.71,734.81,102.06,210.59,-53.17,22.91,Failure
12-12-2021,13.73,2.69,29.43,76.25,58.8,5.87,123.25,39,70,1515.06,23.22,45.59,-40,12.25,No_failure
01-10-2021,24.01,3.39,13.91,78.82,50,28.43,95.36,50.72,100,1233.85,51.01,97.78,51.87,15.21,No_failure
09-05-2021,9.15,2.94,29.51,84.04,56.53,22.45,133.29,49.91,70,1632.59,45.48,47.06,59.31,16.78,No_failure
22-11-2021,14.71,3.03,0.31,72.13,90,-0.31,145.51,44.39,70,1641.19,34.97,23.84,76.75,11.51,No_failure
12-11-2021,26.1,2.99,40,83.76,72.15,40,117.34,34.68,70,1152.64,11.11,103.48,48.73,12.05,No_failure
27-08-2021,22.65,2,1.69,94.78,78.05,4.38,300,50.5,70,1427.42,16.28,98.29,36.03,10.14,No_failure
20-03-2021,5.57,3.32,0.22,85.37,55.61,34.54,152.56,60,100,1518.81,32.46,11.6,19.51,16.11,No_failure
19-07-2021,21.89,3.5,40,92.76,68.6,13.85,157.07,39.76,70,1324.04,31.54,141.07,-40,14.85,No_failure
05-02-2021,10.07,3.08,40,81.99,79.45,40,262.32,42.76,70,1000,15.17,20.86,35.71,16.79,No_failure
03-09-2021,22.14,3.02,7.11,91.32,66.44,11,62.87,38.43,100,1676.7,27.26,16.63,26.03,16.85,No_failure
22-09-2021,13.16,2,29.77,84.53,66.4,30.71,263.73,40.8,100,1457.72,19.65,24.63,51.65,16.4,No_failure
07-09-2021,24.21,3.21,31.36,92.1,80.4,12.74,50,39.08,100,1417.63,12.15,17.48,34.74,14.67,No_failure
28-07-2021,5.97,2.96,21.57,73.72,79.63,5.45,186.79,40.83,70,1322.49,34.9,46.08,12.88,14.69,No_failure
02-10-2021,17.82,2.54,19.81,83.45,63.86,25.79,113.86,53.8,70,1217.54,10.97,4.45,74.4,14.06,No_failure
22-05-2021,18.7,2.95,7.3,93.71,61.61,30.58,104.27,44.83,100,1245.29,1.12,81.56,-2.45,15.74,No_failure
24-10-2021,11.39,2.64,40,97.35,65.68,-15.34,300,60,70,1560.01,31.39,3.15,3.35,12.69,No_failure
10-02-2021,3,3.19,40,95.77,66.07,23.35,267.9,32.49,100,1316.28,5.7,42.12,43.12,15.99,No_failure
14-08-2021,18.37,3.08,3.55,99.33,65.84,26.32,132.67,44.76,70,1257.86,49,89.09,57.67,12.66,No_failure
07-04-2021,21.94,2.97,24.96,83.99,72.03,-6.5,190.49,31.09,70,1245.32,40.54,59.91,41.17,18.2,No_failure
10-10-2021,18.49,2.25,8.85,99.21,52.85,1.37,300,31.63,70,1758.85,4.42,58.64,7.13,10.09,No_failure
24-02-2021,19.57,3.5,1.49,77.54,51.11,-3.08,176.09,55.9,100,1072.22,60,100.84,-40,14.09,No_failure
04-06-2021,,3.5,26.19,88,68.84,30.7,215.25,48.16,88.68,1197.6,29.19,69.68,-2.22,12.94,No_failure
14-02-2021,20.05,2.86,29.72,74.83,78.9,0.62,155.71,35.23,70,1453.29,38.3,18.13,28.14,12.98,No_failure
08-10-2021,1.93,11.61,-81.72,133.61,127.24,76.38,421.4,79.76,112.48,2342.17,171.27,171.43,107.52,92.45,Failure
20-01-2021,20.27,2,10.69,79.98,66.3,-20,153.53,45.43,100,1452.29,3.99,12.62,48.1,15.05,No_failure
25-08-2021,1.93,9.48,124.55,127.98,118.73,77.48,419.61,99.55,140.99,2284.76,98.61,190.26,114.05,114.99,Failure
27-10-2021,1.3,7.13,10.13,123.37,110.45,81.62,431.54,79.8,114.09,2215.67,139.21,-48.39,112.61,93.88,Failure
22-12-2021,1.77,6.44,64.95,143.3,117.28,66.94,365.42,78.45,130.63,2371,70.4,116.83,107.04,102.75,Failure
14-01-2021,21.78,2.42,6.3,87.06,61.54,-10.53,147.48,37.71,70,1462.74,18.8,62.99,30.34,15.38,No_failure
05-12-2021,17.95,2.92,17.94,72.49,50,23.5,185.25,33.75,70,1507.36,25,5.94,21.04,14.11,No_failure
30-11-2021,12.95,3.1,39.84,77.35,70.99,7.7,300,41.7,70,1376.08,48.86,49.46,-36.98,14.95,No_failure
31-03-2021,3,3.43,4.08,98.22,74.43,8.29,207.31,49.78,70,1058.27,4.9,99.58,-40,12.43,No_failure
15-05-2021,19.49,2.2,35.01,71.48,62.66,5.51,167.84,50.75,100,1000,6.18,37.79,-40,11.91,No_failure
16-09-2021,13.77,2.68,20.52,78.84,56.58,9,50,39.69,70,1198.58,10.06,69.4,0.35,13.61,No_failure
27-11-2021,8.22,3.09,16.18,94.52,61.93,18.6,216.02,30.77,100,1377.46,60,47.16,23.27,16.08,No_failure
07-01-2021,13.12,3.14,40,94.24,74.09,3.4,152.54,44.88,100,1734.2,23.3,37.53,18.17,14.57,No_failure
23-01-2021,9.01,2.95,6.11,79.16,84.49,6.51,262.38,35.97,100,1351.3,52.43,112.57,-14.66,13.58,No_failure
09-11-2021,18.79,3.37,0.74,79.23,58.35,13.14,96.89,43.74,70,1682.08,43.26,165.21,29.03,12.35,No_failure
13-03-2021,14.62,2.4,7.71,78.46,75.07,5.84,95.43,32.59,100,1453.46,18.84,12.26,-15.41,17.17,No_failure
25-12-2021,10.02,2.78,30.62,87.42,76.34,-18.73,226,44.18,77.02,1474.27,43.08,24.11,-19.27,13.54,No_failure
07-11-2021,14.46,3.5,16.62,92.5,60.37,22.73,135.48,39.13,70,1632.65,16.61,85.63,13.2,11.93,No_failure
01-09-2021,0.45,6.3,66.76,125.93,129.14,82.99,414.68,92.12,112.71,2092.35,115.91,178.02,106.34,77.98,Failure
18-04-2021,10.34,2.89,40,90.15,71.16,32.44,224.89,47.12,70,1609.15,21.55,15.71,15.3,17.25,No_failure
31-10-2021,15.6,2.94,40,88.17,57.75,3.09,245.56,33.77,79.2,1158.01,1.3,109.67,-1.06,16.74,No_failure
10-07-2021,3,3.47,4.17,84.45,72.14,13.6,131.57,48.6,70,1800,38.16,88.63,28.94,10,No_failure
16-08-2021,11.72,3.5,26.36,80.79,56.24,26.73,300,35.26,70,1400.68,3.23,42.21,60.66,13.26,No_failure
28-05-2021,7.32,2.27,40,84.58,61.01,-7.46,100.9,56.11,70,1486.7,3.85,69.66,41.06,17.9,No_failure
09-01-2021,15.73,2.48,3.11,94.18,67.04,15.86,178.45,60,70,1209.29,60,0.86,42.48,14.12,No_failure
27-09-2021,18.45,2,9.66,93.17,72.17,31.78,272.61,59.49,70,1000,19.71,23.58,25.63,10,No_failure
11-04-2021,15.96,3.09,15.99,84.1,77.37,-2.96,133.33,51.93,70,1698.16,49.96,13.56,21.5,14.1,No_failure
20-02-2021,10.09,2.17,10.19,78.7,74.19,-2.14,144.91,45.13,70,1198.49,23.27,37.81,66.37,13.53,No_failure
06-11-2021,14.64,2.31,40,92.25,65.54,40,129.16,37.58,70,1642.01,4.79,12.08,63.77,10,No_failure
27-09-2021,21.24,2.64,40,72.41,63.72,-20,267.54,38.68,100,1624.42,54.46,14.96,-11.54,14.67,No_failure
13-07-2021,18.24,2.09,40,75.9,62.01,-6.94,187.7,34.99,70,1237.38,13.68,44.3,7.41,11.32,No_failure
22-06-2021,43.05,0.45,-45.56,66.65,105.56,2.3,3.2,12.51,41.64,563.22,101.73,321.15,-84.68,24.78,Failure
15-11-2021,1.71,11.38,36.15,123.79,111.79,60.33,423.81,72.19,125.05,2006.53,175.44,-10.81,99.78,83.03,Failure
06-04-2021,17.45,2.74,40,74.45,68.29,-11.59,225.43,41.41,70,1000,27.78,99.17,-22.68,16.7,No_failure
29-05-2021,18.01,2.55,40,99.33,76.76,-5.79,50,43.22,70,1075.8,35.1,79.23,64.79,15.52,No_failure
12-07-2021,1.39,7.94,85.1,138.71,118.64,66.06,435.59,96.45,130.82,2230.99,119.49,165.31,115.08,104.09,Failure
16-08-2021,11.13,2.49,40,77.91,71.35,9.82,255.63,58.18,70,1370.93,10.59,3.25,68.47,16.2,No_failure
26-04-2021,17.78,2.47,36.05,96.46,60.39,5.19,292.19,37.62,70,1301.45,33.97,11.67,61.71,13.04,No_failure
27-01-2021,21.87,2.92,2.99,76.47,65.33,26.54,117.76,30,70,1356.54,60,23.8,32.4,11,No_failure
27-03-2021,26.09,3.07,15.23,90.88,62.92,13.46,67.52,52,100,1474.43,27.72,63.89,37.3,14.97,No_failure
26-05-2021,12.74,2.33,20.48,80.84,50.95,-17.67,184.49,54.61,70,1332.41,21.21,4.93,0.84,10.3,No_failure
30-05-2021,,2.99,22.56,72.27,71.77,4.41,50,34.66,100,1405.09,11.42,42.29,27.71,14.77,No_failure
12-11-2021,9,2.95,30.58,83.98,52.12,8.51,269.2,50.86,100,1309.06,16.51,2.45,57.39,16.06,No_failure
05-11-2021,9.41,2.82,40,86.94,61.23,25.14,208.09,47.47,70,1175.75,22.44,7,18.38,10,No_failure
12-03-2021,26.21,2.83,7.36,88.58,71.28,27.08,163.11,39.63,70,1641.26,60,50.23,26.52,20,No_failure
06-07-2021,24.19,2.78,40,74.94,50,28.69,300,37.03,70,1200.44,3.39,17.15,19.64,14.41,No_failure
08-05-2021,3,3.04,40,73.08,56.81,6.39,50,50.43,100,1083.71,30.57,2.79,56.62,16.31,No_failure
03-03-2021,6.52,2.93,20.65,71.75,71.97,-10.51,220.92,42.7,70,1172.75,12.59,2.74,80,10.19,No_failure
29-08-2021,8.78,2,30.51,78.43,60.44,-12.5,278.04,48.49,100,1275.73,,34.08,20.23,16.57,No_failure
11-06-2021,9.49,2.91,0.61,95.33,52.5,30.49,194.41,30,70,1145.63,6.82,8.22,46.62,15.53,No_failure
29-03-2021,11.59,3.19,40,81.22,78.86,19.92,108.28,43.85,70,1640.61,11.4,25.66,-26.97,13.36,No_failure
20-09-2021,0.86,9.74,-1.65,141.03,124.29,67.31,381.68,81.41,138.1,2093.49,112.86,190,114.43,104.67,Failure
